Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Indicator,Indicator_reference,Indicator_sort,Indicator_hierarchy,Notes
34.5,34.5,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
47.1,47.1,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
4,4,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,Overcrowded households,ovcr,1,,
26.1,26.1,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,Poor quality housing (residential properties),hqua,3,,
22.7,22.7,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
6,6,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,Residential properties in disrepair,hquad,6,hqua,
53.6,53.6,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
93.4,93.4,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
27,27,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
45.2,45.2,Percentage,Percentage,,,W01000734,W01000734,680,,Tyisha 3,W01000734,680,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1,1,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,Overcrowded households,ovcr,1,,
21.1,21.1,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,Poor quality housing (residential properties),hqua,3,,
20.2,20.2,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
1.8,1.8,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,Residential properties in disrepair,hquad,6,hqua,
56.1,56.1,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
88.1,88.1,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
33.4,33.4,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
52,52,Percentage,Percentage,,,W01000735,W01000735,681,,Whitland,W01000735,681,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.3,0.3,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,Overcrowded households,ovcr,1,,
8.5,8.5,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,Poor quality housing (residential properties),hqua,3,,
7,7,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
2.3,2.3,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,Residential properties in disrepair,hquad,6,hqua,
32.3,32.3,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
80.5,80.5,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
15.9,15.9,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
36.9,36.9,Percentage,Percentage,,,W01000736,W01000736,682,,Bishopston 1,W01000736,682,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.6,0.6,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,Overcrowded households,ovcr,1,,
10.8,10.8,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,Poor quality housing (residential properties),hqua,3,,
9.2,9.2,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
2.1,2.1,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,Residential properties in disrepair,hquad,6,hqua,
35.8,35.8,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
81.9,81.9,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
18.2,18.2,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
38.7,38.7,Percentage,Percentage,,,W01000737,W01000737,683,,Bishopston 2,W01000737,683,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.7,3.7,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,Overcrowded households,ovcr,1,,
11,11,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,Poor quality housing (residential properties),hqua,3,,
10,10,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
2.3,2.3,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,Residential properties in disrepair,hquad,6,hqua,
67,67,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92.8,92.8,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
45.9,45.9,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
58,58,Percentage,Percentage,,,W01000738,W01000738,684,,Bon-y-maen 1,W01000738,684,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.7,3.7,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,Overcrowded households,ovcr,1,,
9.7,9.7,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,Poor quality housing (residential properties),hqua,3,,
8.7,8.7,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
1.8,1.8,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,Residential properties in disrepair,hquad,6,hqua,
60.7,60.7,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
83.6,83.6,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
50,50,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
56.4,56.4,Percentage,Percentage,,,W01000739,W01000739,685,,Bon-y-maen 2,W01000739,685,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.9,1.9,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,Overcrowded households,ovcr,1,,
12.6,12.6,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,Poor quality housing (residential properties),hqua,3,,
11.3,11.3,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
3.2,3.2,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,Residential properties in disrepair,hquad,6,hqua,
44.8,44.8,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.4,87.4,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
26.2,26.2,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
50.2,50.2,Percentage,Percentage,,,W01000740,W01000740,686,,Bon-y-maen 3,W01000740,686,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.1,2.1,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,Overcrowded households,ovcr,1,,
11.3,11.3,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,Poor quality housing (residential properties),hqua,3,,
9.7,9.7,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
2.6,2.6,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,Residential properties in disrepair,hquad,6,hqua,
58.2,58.2,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.3,85.3,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
41.4,41.4,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
55.6,55.6,Percentage,Percentage,,,W01000741,W01000741,687,,Bon-y-maen 4,W01000741,687,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
4.2,4.2,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,Overcrowded households,ovcr,1,,
8.1,8.1,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,Poor quality housing (residential properties),hqua,3,,
7.3,7.3,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
2.5,2.5,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,Residential properties in disrepair,hquad,6,hqua,
72.4,72.4,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
93.4,93.4,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
62.3,62.3,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
65.9,65.9,Percentage,Percentage,,,W01000742,W01000742,688,,Castle 1,W01000742,688,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.7,3.7,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,Overcrowded households,ovcr,1,,
25.1,25.1,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,Poor quality housing (residential properties),hqua,3,,
22.6,22.6,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
5.3,5.3,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,Residential properties in disrepair,hquad,6,hqua,
65.1,65.1,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92.7,92.7,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
56.7,56.7,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
65.9,65.9,Percentage,Percentage,,,W01000744,W01000744,689,,Castle 3,W01000744,689,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
6.9,6.9,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,Overcrowded households,ovcr,1,,
21.6,21.6,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,Poor quality housing (residential properties),hqua,3,,
19.1,19.1,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
5.7,5.7,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,Residential properties in disrepair,hquad,6,hqua,
69.2,69.2,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92,92,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
68.3,68.3,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
65.8,65.8,Percentage,Percentage,,,W01000745,W01000745,690,,Castle 4,W01000745,690,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.4,3.4,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,Overcrowded households,ovcr,1,,
24.7,24.7,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,Poor quality housing (residential properties),hqua,3,,
21.9,21.9,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,Residential properties containing serious hazards,hquah,5,hqua,
5.9,5.9,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,Residential properties in disrepair,hquad,6,hqua,
56.4,56.4,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92.9,92.9,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
49.5,49.5,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
57.3,57.3,Percentage,Percentage,,,W01000746,W01000746,691,,Castle 5,W01000746,691,W06000011,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
